CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13816,15,2,? 571.67,3,2,2,322,Potential Loyalist
13817,21,2,? 382.98,3,2,2,322,Potential Loyalist
13819,293,3,"? 1,140.35",1,3,3,133,Loyal Customers
13821,136,2,? 385.64,1,2,2,122,Others
13822,-3,2,? 632.00,4,2,2,422,Potential Loyalist
13823,10,2,? 957.66,3,2,3,323,Potential Loyalist
13824,24,5,"? 1,698.94",3,4,4,344,Loyal Customers
13826,168,1,? 189.50,1,1,1,111,Lost Customers
13827,49,3,? 412.05,2,3,2,232,Others
13828,14,1,? 209.49,3,1,1,311,Potential Loyalist
13831,8,6,"? 2,202.99",4,4,4,444,Champions
13832,11,1,? 52.20,3,1,1,311,Potential Loyalist
13833,151,1,? 384.80,1,1,2,112,Lost Customers
13835,17,4,? 834.57,3,3,3,333,Loyal Customers
13837,203,2,? 271.24,1,2,1,121,Others
13838,-3,4,? 691.73,4,3,3,433,Loyal Customers
13841,244,1,? 85.00,1,1,1,111,Lost Customers
13842,50,9,"? 3,385.62",2,4,4,244,Loyal Customers
13844,3,1,? 361.62,4,1,2,412,Potential Loyalist
13845,56,1,? 312.98,2,1,2,212,Others
13846,16,3,? 865.06,3,3,3,333,Loyal Customers
13848,84,3,"? 1,255.00",2,3,3,233,Loyal Customers
13849,43,2,"? 1,537.95",2,2,3,223,Others
13850,121,1,"? 1,595.48",2,1,3,213,Others
13851,87,3,"? 2,651.46",2,3,4,234,Loyal Customers
13853,49,1,"? 1,090.14",2,1,3,213,Others
13854,0,25,"? 8,109.52",4,4,4,444,Champions
13856,160,3,? 388.50,1,3,2,132,Others
13858,49,1,? 216.17,2,1,1,211,Others
13859,318,1,? 201.16,1,1,1,111,Lost Customers
13860,-7,5,"? 1,245.90",4,4,3,443,Champions
13862,10,8,"? 2,209.36",3,4,4,344,Loyal Customers
13863,239,1,? 305.78,1,1,1,111,Lost Customers
13865,50,4,? 501.56,2,3,2,232,Others
13866,66,1,? 145.67,2,1,1,211,Others
13867,23,3,"? 1,015.29",3,3,3,333,Loyal Customers
13868,-1,2,"? 3,192.54",4,2,4,424,Potential Loyalist
13869,115,4,"? 3,104.95",2,3,4,234,Loyal Customers
13870,-6,8,"? 2,770.94",4,4,4,444,Champions
13871,14,13,"? 6,403.25",3,4,4,344,Loyal Customers
13873,111,3,? 389.60,2,3,2,232,Others
13874,350,1,? 540.45,1,1,2,112,Lost Customers
13875,45,5,"? 1,786.79",2,4,4,244,Loyal Customers
13876,55,1,? 122.70,2,1,1,211,Others
13877,78,1,? 117.24,2,1,1,211,Others
13878,46,1,"? 1,281.53",2,1,3,213,Others
13880,13,13,"? 3,219.77",3,4,4,344,Loyal Customers
13881,-5,20,"? 17,159.52",4,4,4,444,Champions
13882,-6,5,"? 1,191.13",4,4,3,443,Champions
13883,2,5,"? 2,674.48",4,4,4,444,Champions
13884,-1,5,? 787.60,4,4,3,443,Champions
13885,181,2,? 506.80,1,2,2,122,Others
13886,63,1,? 243.56,2,1,1,211,Others
13887,196,1,? 349.55,1,1,2,112,Lost Customers
13888,111,2,? 605.63,2,2,2,222,Others
13889,84,1,? 416.90,2,1,2,212,Others
13890,-7,10,"? 1,883.81",4,4,4,444,Champions
13892,18,4,? 632.97,3,3,2,332,Others
13893,289,1,? 821.10,1,1,3,113,Lost Customers
13894,15,3,? 564.62,3,3,2,332,Others
13895,20,4,"? 2,593.07",3,3,4,334,Loyal Customers
13897,42,1,? 311.16,3,1,2,312,Potential Loyalist
13898,317,1,? 155.93,1,1,1,111,Lost Customers
13899,8,2,? 388.52,4,2,2,422,Potential Loyalist
13900,175,3,? 740.95,1,3,3,133,Loyal Customers
13901,64,5,"? 2,867.20",2,4,4,244,Loyal Customers
13904,29,2,? 332.64,3,2,2,322,Potential Loyalist
13908,71,4,"? 2,369.55",2,3,4,234,Loyal Customers
13911,49,9,"? 2,580.91",2,4,4,244,Loyal Customers
13914,3,2,? 626.45,4,2,2,422,Potential Loyalist
13917,41,2,? 272.04,3,2,1,321,Potential Loyalist
13918,41,2,"? 1,212.84",3,2,3,323,Potential Loyalist
13919,51,2,? 384.81,2,2,2,222,Others
13922,343,1,? 172.25,1,1,1,111,Lost Customers
13923,45,1,? 351.13,2,1,2,212,Others
13924,-7,6,"? 1,838.85",4,4,4,444,Champions
13925,84,4,? 678.25,2,3,3,233,Loyal Customers
13926,15,1,? 223.85,3,1,1,311,Potential Loyalist
13927,66,1,? 348.99,2,1,2,212,Others
13928,2,4,? 464.57,4,3,2,432,Others
13929,161,2,? 842.65,1,2,3,123,Others
13930,49,2,? 337.34,2,2,2,222,Others
13931,87,2,"? 1,237.53",2,2,3,223,Others
13932,286,1,? 307.40,1,1,2,112,Lost Customers
13933,101,2,? 608.79,2,2,2,222,Others
13934,255,1,? 922.10,1,1,3,113,Lost Customers
13936,171,1,? 376.58,1,1,2,112,Lost Customers
13937,161,1,? 158.85,1,1,1,111,Lost Customers
13938,27,1,? 71.66,3,1,1,311,Potential Loyalist
13939,15,3,? 568.55,3,3,2,332,Others
13940,9,4,? 839.14,4,3,3,433,Loyal Customers
13941,13,5,"? 5,112.96",3,4,4,344,Loyal Customers
13946,71,3,? 561.57,2,3,2,232,Others
13947,57,1,? 90.60,2,1,1,211,Others
13948,352,1,? 102.00,1,1,1,111,Lost Customers
13949,-6,6,"? 2,427.32",4,4,4,444,Champions
13950,3,4,? 745.06,4,3,3,433,Loyal Customers
13951,168,3,? 674.45,1,3,2,132,Others
13952,209,2,"? 3,251.07",1,2,4,124,Others
13953,-1,7,"? 3,515.68",4,4,4,444,Champions
13954,-7,2,? 439.92,4,2,2,422,Potential Loyalist
13955,146,2,? 322.96,1,2,2,122,Others
13956,-3,5,"? 1,026.42",4,4,3,443,Champions
13959,71,3,? 598.20,2,3,2,232,Others
13960,13,2,? 230.22,3,2,1,321,Potential Loyalist
13962,13,2,? 169.55,3,2,1,321,Potential Loyalist
13963,300,4,? 664.54,1,3,2,132,Others
13967,137,1,? 80.70,1,1,1,111,Lost Customers
13969,-1,18,"? 9,053.94",4,4,4,444,Champions
13971,10,8,"? 2,758.26",3,4,4,344,Loyal Customers
13972,62,2,? 190.25,2,2,1,221,Others
13973,279,1,? 264.70,1,1,1,111,Lost Customers
13974,41,1,? 413.59,3,1,2,312,Potential Loyalist
13975,23,6,"? 2,526.28",3,4,4,344,Loyal Customers
13976,198,1,? 357.98,1,1,2,112,Lost Customers
13978,6,2,? 196.79,4,2,1,421,Potential Loyalist
13979,65,1,? 869.87,2,1,3,213,Others
13980,52,1,? 200.14,2,1,1,211,Others
13982,31,4,"? 1,871.81",3,3,4,334,Loyal Customers
13983,21,12,"? 2,603.43",3,4,4,344,Loyal Customers
13984,18,5,? 920.51,3,4,3,343,Loyal Customers
13985,-4,15,"? 7,060.13",4,4,4,444,Champions
13986,9,1,? 320.46,4,1,2,412,Potential Loyalist
13988,11,6,"? 4,147.96",3,4,4,344,Loyal Customers
13989,57,2,"? 1,266.08",2,2,3,223,Others
13990,205,1,? 311.30,1,1,2,112,Lost Customers
13991,4,6,? 855.97,4,4,3,443,Champions
13992,22,1,? 76.80,3,1,1,311,Potential Loyalist
13993,34,9,"? 3,466.36",3,4,4,344,Loyal Customers
13994,-5,6,"? 2,313.14",4,4,4,444,Champions
13995,7,5,"? 1,393.69",4,4,3,443,Champions
13999,2,12,"? 3,901.81",4,4,4,444,Champions
14000,203,1,? 635.66,1,1,2,112,Lost Customers
14001,37,3,"? 2,043.08",3,3,4,334,Loyal Customers
14002,126,2,? 529.73,2,2,2,222,Others
14004,35,7,"? 4,582.64",3,4,4,344,Loyal Customers
14005,1,5,"? 2,874.72",4,4,4,444,Champions
14006,107,3,? 962.19,2,3,3,233,Loyal Customers
14009,190,2,? 695.61,1,2,3,123,Others
14012,269,1,? 328.80,1,1,2,112,Lost Customers
14013,102,3,? 473.02,2,3,2,232,Others
14014,69,1,? 505.18,2,1,2,212,Others
14015,44,1,? 917.34,2,1,3,213,Others
14016,153,4,"? 4,341.21",1,3,4,134,Loyal Customers
14019,38,3,"? 1,421.61",3,3,3,333,Loyal Customers
14020,8,2,? 642.80,4,2,2,422,Potential Loyalist
14021,147,3,? 631.90,1,3,2,132,Others
14022,217,1,? 440.00,1,1,2,112,Lost Customers
14023,-1,2,? 584.07,4,2,2,422,Potential Loyalist
14024,113,2,? 327.70,2,2,2,222,Others
14027,52,1,? 104.82,2,1,1,211,Others
14029,55,2,? 467.66,2,2,2,222,Others
14030,10,8,"? 2,360.09",3,4,4,344,Loyal Customers
14031,-1,19,"? 17,286.86",4,4,4,444,Champions
14032,-6,11,"? 2,975.59",4,4,4,444,Champions
14034,14,3,? 651.82,3,3,2,332,Others
14035,20,5,"? 1,428.02",3,4,3,343,Loyal Customers
14036,276,1,? 626.65,1,1,2,112,Lost Customers
14037,168,2,? 147.20,1,2,1,121,Others
14038,70,3,"? 1,560.38",2,3,3,233,Loyal Customers
14039,25,1,? 152.20,3,1,1,311,Potential Loyalist
14040,32,12,"? 3,614.92",3,4,4,344,Loyal Customers
14041,258,1,? 141.41,1,1,1,111,Lost Customers
14044,18,4,? 652.82,3,3,2,332,Others
14045,101,4,"? 1,659.75",2,3,3,233,Loyal Customers
14046,276,1,? 154.99,1,1,1,111,Lost Customers
14047,0,5,"? 1,308.61",4,4,3,443,Champions
14048,297,1,? 409.93,1,1,2,112,Lost Customers
14049,8,4,"? 5,681.72",4,3,4,434,Loyal Customers
14050,23,2,? 746.36,3,2,3,323,Potential Loyalist
14051,-8,23,"? 15,610.39",4,4,4,444,Champions
14052,11,1,? 225.36,3,1,1,311,Potential Loyalist
14053,116,2,? 260.25,2,2,1,221,Others
14054,57,1,? 92.46,2,1,1,211,Others
14055,98,1,? 725.64,2,1,3,213,Others
14056,-7,23,"? 8,214.65",4,4,4,444,Champions
14057,15,17,"? 6,217.96",3,4,4,344,Loyal Customers
14059,258,1,? 183.60,1,1,1,111,Lost Customers
14060,-4,19,"? 6,140.42",4,4,4,444,Champions
14062,1,12,"? 10,464.85",4,4,4,444,Champions
14064,21,5,"? 1,353.74",3,4,3,343,Loyal Customers
14066,258,1,? 152.55,1,1,1,111,Lost Customers
14067,55,2,? 374.70,2,2,2,222,Others
14068,312,1,? 265.85,1,1,1,111,Lost Customers
14071,-5,8,"? 1,438.82",4,4,3,443,Champions
14073,24,1,? 151.04,3,1,1,311,Potential Loyalist
14075,-4,3,? 942.26,4,3,3,433,Loyal Customers
14076,121,1,? 122.47,2,1,1,211,Others
14077,32,5,? 499.42,3,4,2,342,Others
14078,93,6,"? 1,049.37",2,4,3,243,Loyal Customers
14079,116,1,? 375.10,2,1,2,212,Others
14080,24,1,? 45.60,3,1,1,311,Potential Loyalist
14081,294,2,? 934.52,1,2,3,123,Others
14082,356,1,? 182.25,1,1,1,111,Lost Customers
14083,-4,9,"? 1,018.43",4,4,3,443,Champions
14085,-6,18,"? 4,448.54",4,4,4,444,Champions
14087,-6,1,? 194.42,4,1,1,411,Potential Loyalist
14088,2,13,"? 50,491.81",4,4,4,444,Champions
14089,48,1,? 161.00,2,1,1,211,Others
14090,316,1,? 76.32,1,1,1,111,Lost Customers
14092,-1,14,"? 4,076.91",4,4,4,444,Champions
14093,4,1,? 442.85,4,1,2,412,Potential Loyalist
14096,-4,17,"? 65,164.79",4,4,4,444,Champions
14098,28,1,? 147.35,3,1,1,311,Potential Loyalist
14099,8,11,"? 3,104.17",4,4,4,444,Champions
14100,129,1,? 194.90,2,1,1,211,Others
14101,65,6,"? 5,976.79",2,4,4,244,Loyal Customers
14102,-3,5,"? 1,360.28",4,4,3,443,Champions
14104,146,2,? 216.21,1,2,1,121,Others
14105,231,1,"? 1,266.23",1,1,3,113,Lost Customers
14107,43,7,"? 2,703.23",2,4,4,244,Loyal Customers
14108,22,2,? 597.91,3,2,2,322,Potential Loyalist
14109,64,1,? 144.20,2,1,1,211,Others
14110,-5,12,"? 5,683.15",4,4,4,444,Champions
14111,6,4,? 692.85,4,3,3,433,Loyal Customers
14112,14,7,"? 2,915.15",3,4,4,344,Loyal Customers
14113,-5,4,"? 1,840.42",4,3,4,434,Loyal Customers
14114,265,2,? 386.53,1,2,2,122,Others
14116,11,5,"? 1,382.74",3,4,3,343,Loyal Customers
14117,135,1,? 90.00,1,1,1,111,Lost Customers
14121,-5,4,"? 2,780.15",4,3,4,434,Loyal Customers
14124,76,1,? 419.58,2,1,2,212,Others
14125,2,3,"? 2,740.43",4,3,4,434,Loyal Customers
14126,-1,3,? 706.13,4,3,3,433,Loyal Customers
14127,114,3,? 709.71,2,3,3,233,Loyal Customers
14128,52,2,? 637.50,2,2,2,222,Others
14129,-7,5,"? 1,123.86",4,4,3,443,Champions
14130,311,1,? 483.86,1,1,2,112,Lost Customers
14132,-6,11,"? 3,586.03",4,4,4,444,Champions
14133,121,3,? 605.64,2,3,2,232,Others
14135,-7,15,"? 4,690.31",4,4,4,444,Champions
14138,-7,2,? 982.38,4,2,3,423,Potential Loyalist
14139,38,1,? 415.82,3,1,2,312,Potential Loyalist
14140,-5,2,? 935.05,4,2,3,423,Potential Loyalist
14141,-6,4,? 915.13,4,3,3,433,Loyal Customers
14142,365,1,? 311.81,1,1,2,112,Lost Customers
14143,125,1,? 115.80,2,1,1,211,Others
14145,38,4,"? 3,742.20",3,3,4,334,Loyal Customers
14146,0,5,"? 4,191.00",4,4,4,444,Champions
14147,70,2,? 483.40,2,2,2,222,Others
14148,225,1,? 157.20,1,1,1,111,Lost Customers
14149,212,1,? 446.62,1,1,2,112,Lost Customers
14150,27,2,? 658.64,3,2,2,322,Potential Loyalist
14152,67,2,? 621.29,2,2,2,222,Others
14154,231,2,"? 1,345.62",1,2,3,123,Others
14155,258,1,? 118.75,1,1,1,111,Lost Customers
14156,1,55,"? 1,17,379.63",4,4,4,444,Champions
14157,11,2,? 432.88,3,2,2,322,Potential Loyalist
14158,32,1,? 507.66,3,1,2,312,Potential Loyalist
14159,11,11,"? 4,693.01",3,4,4,344,Loyal Customers
14161,207,3,"? 1,110.52",1,3,3,133,Loyal Customers
14162,165,2,? 289.36,1,2,1,121,Others
14163,79,4,"? 2,445.91",2,3,4,234,Loyal Customers
14164,62,2,"? 1,631.77",2,2,3,223,Others
14165,267,1,? 122.54,1,1,1,111,Lost Customers
14167,31,4,? 574.84,3,3,2,332,Others
14171,90,1,? 363.79,2,1,2,212,Others
14173,2,4,? 450.84,4,3,2,432,Others
14174,25,1,? 134.46,3,1,1,311,Potential Loyalist
14175,51,3,"? 3,222.30",2,3,4,234,Loyal Customers
14176,289,4,? 576.90,1,3,2,132,Others
14177,78,4,? 559.41,2,3,2,232,Others
14178,0,7,"? 1,620.93",4,4,3,443,Champions
14179,32,2,? 719.78,3,2,3,323,Potential Loyalist
14180,2,25,"? 4,748.52",4,4,4,444,Champions
14184,58,1,? 452.89,2,1,2,212,Others
14185,323,1,? 197.65,1,1,1,111,Lost Customers
14188,22,6,"? 2,054.36",3,4,4,344,Loyal Customers
14189,-6,15,"? 4,654.08",4,4,4,444,Champions
14191,-7,13,"? 4,684.76",4,4,4,444,Champions
14193,59,2,? 853.39,2,2,3,223,Others
14194,-4,21,"? 11,349.52",4,4,4,444,Champions
14195,193,2,"? 1,012.00",1,2,3,123,Others
14196,98,1,? 335.52,2,1,2,212,Others
14198,10,4,? 701.40,3,3,3,333,Loyal Customers
14199,210,1,? 185.40,1,1,1,111,Lost Customers
14201,52,7,? 747.44,2,4,3,243,Loyal Customers
14204,-6,1,? 161.03,4,1,1,411,Potential Loyalist
14205,8,2,? 466.70,4,2,2,422,Potential Loyalist
14206,231,1,? 328.16,1,1,2,112,Lost Customers
14208,86,1,? 151.74,2,1,1,211,Others
14209,2,6,"? 2,073.43",4,4,4,444,Champions
14210,97,6,"? 1,905.84",2,4,4,244,Loyal Customers
14211,45,9,"? 2,241.10",2,4,4,244,Loyal Customers
14212,81,1,"? 1,070.48",2,1,3,213,Others
14214,22,5,"? 1,004.38",3,4,3,343,Loyal Customers
14215,3,6,"? 1,789.72",4,4,4,444,Champions
14216,-5,4,"? 1,839.30",4,3,4,434,Loyal Customers
14217,-7,17,"? 2,004.98",4,4,4,444,Champions
14218,34,1,? 169.48,3,1,1,311,Potential Loyalist
14219,-4,1,? 89.94,4,1,1,411,Potential Loyalist
14220,239,2,? 632.40,1,2,2,122,Others
14221,34,9,"? 3,432.80",3,4,4,344,Loyal Customers
14222,169,1,? 683.17,1,1,3,113,Lost Customers
14223,84,3,? 991.13,2,3,3,233,Loyal Customers
14224,102,4,"? 1,050.12",2,3,3,233,Loyal Customers
14226,20,5,"? 2,232.19",3,4,4,344,Loyal Customers
14227,18,10,"? 3,350.96",3,4,4,344,Loyal Customers
14229,43,3,"? 1,547.20",2,3,3,233,Loyal Customers
14231,175,3,? 925.71,1,3,3,133,Loyal Customers
14232,34,5,"? 2,048.07",3,4,4,344,Loyal Customers
14233,41,4,"? 1,462.72",3,3,3,333,Loyal Customers
14234,14,4,? 775.46,3,3,3,333,Loyal Customers
14235,67,5,"? 3,144.86",2,4,4,244,Loyal Customers
14236,72,2,? 490.86,2,2,2,222,Others
14237,365,1,? 161.00,1,1,1,111,Lost Customers
14238,318,1,? 146.85,1,1,1,111,Lost Customers
14239,35,11,"? 2,380.85",3,4,4,344,Loyal Customers
14240,22,2,? 890.34,3,2,3,323,Potential Loyalist
14241,175,1,? 213.70,1,1,1,111,Lost Customers
14242,226,2,? 280.55,1,2,1,121,Others
14243,0,10,"? 2,588.77",4,4,4,444,Champions
14245,211,2,"? 1,693.45",1,2,4,124,Others
14246,102,3,"? 1,474.06",2,3,3,233,Loyal Customers
14247,270,1,? 136.77,1,1,1,111,Lost Customers
14248,310,1,? 302.58,1,1,1,111,Lost Customers
14250,-1,3,"? 1,904.05",4,3,4,434,Loyal Customers
14251,-7,5,"? 2,879.70",4,4,4,444,Champions
14256,252,2,? 969.06,1,2,3,123,Others
14257,56,5,"? 3,099.72",2,4,4,244,Loyal Customers
14258,1,9,"? 12,669.98",4,4,4,444,Champions
14259,133,1,? 120.00,2,1,1,211,Others
14261,42,2,"? 1,163.45",3,2,3,323,Potential Loyalist
14262,0,8,"? 2,618.23",4,4,4,444,Champions
14264,146,2,? 333.97,1,2,2,122,Others
14265,101,2,? 530.18,2,2,2,222,Others
14267,154,3,"? 1,516.24",1,3,3,133,Loyal Customers
14270,323,1,? 492.65,1,1,2,112,Lost Customers
14271,217,1,? 112.32,1,1,1,111,Lost Customers
14272,65,2,? 437.96,2,2,2,222,Others
14273,43,4,? 559.97,2,3,2,232,Others
14276,90,3,"? 1,119.74",2,3,3,233,Loyal Customers
14277,7,3,"? 4,216.20",4,3,4,434,Loyal Customers
14280,188,1,? 134.04,1,1,1,111,Lost Customers
14282,-5,15,"? 3,729.34",4,4,4,444,Champions
14284,22,2,? 595.25,3,2,2,322,Potential Loyalist
14285,13,4,"? 1,910.01",3,3,4,334,Loyal Customers
14286,15,3,"? 4,628.75",3,3,4,334,Loyal Customers
14287,0,3,? 176.63,4,3,1,431,Others
14288,205,1,? 426.60,1,1,2,112,Lost Customers
14289,0,6,? 911.26,4,4,3,443,Champions
14290,3,5,"? 2,314.65",4,4,4,444,Champions
14291,-7,11,"? 3,883.25",4,4,4,444,Champions
14292,-1,9,"? 4,871.93",4,4,4,444,Champions
14293,-5,4,"? 1,046.56",4,3,3,433,Loyal Customers
14295,32,1,? 166.20,3,1,1,311,Potential Loyalist
14297,9,4,"? 1,305.33",4,3,3,433,Loyal Customers
14298,0,44,"? 51,527.30",4,4,4,444,Champions
14299,0,9,"? 3,965.62",4,4,4,444,Champions
14300,10,1,? 43.20,3,1,1,311,Potential Loyalist
14301,109,1,? 640.14,2,1,2,212,Others
14304,214,1,? 383.45,1,1,2,112,Lost Customers
14305,63,3,"? 1,858.96",2,3,4,234,Loyal Customers
14306,43,2,"? 2,093.32",2,2,4,224,Others
14307,80,6,"? 2,995.72",2,4,4,244,Loyal Customers
14309,0,9,"? 2,352.53",4,4,4,444,Champions
14311,234,1,? 310.26,1,1,2,112,Lost Customers
14312,38,6,"? 1,611.59",3,4,3,343,Loyal Customers
14314,98,1,? 120.00,2,1,1,211,Others
14315,36,6,"? 2,481.13",3,4,4,344,Loyal Customers
14317,56,1,? 508.58,2,1,2,212,Others
14320,198,2,? 477.79,1,2,2,122,Others
14321,2,5,"? 1,530.75",4,4,3,443,Champions
14323,106,2,? 605.06,2,2,2,222,Others
14326,234,1,? 183.85,1,1,1,111,Lost Customers
14327,155,1,? 311.65,1,1,2,112,Lost Customers
14329,9,7,"? 5,014.84",4,4,4,444,Champions
14331,116,2,? 462.66,2,2,2,222,Others
14332,14,3,? 866.31,3,3,3,333,Loyal Customers
14333,59,1,? 415.20,2,1,2,212,Others
14334,8,8,"? 2,552.21",4,4,4,444,Champions
14335,8,2,? 468.26,4,2,2,422,Potential Loyalist
14336,8,4,"? 1,614.91",4,3,3,433,Loyal Customers
14338,153,2,? 588.22,1,2,2,122,Others
14339,234,1,? 309.52,1,1,2,112,Lost Customers
14340,210,1,? 134.70,1,1,1,111,Lost Customers
14341,37,8,"? 2,182.28",3,4,4,344,Loyal Customers
14342,13,4,? 668.56,3,3,2,332,Others
14344,119,8,? 889.93,2,4,3,243,Loyal Customers
14345,30,1,? 108.98,3,1,1,311,Potential Loyalist
14346,112,2,"? 1,021.58",2,2,3,223,Others
14348,252,1,? 409.57,1,1,2,112,Lost Customers
14349,2,1,? 133.50,4,1,1,411,Potential Loyalist
14350,266,1,? 282.93,1,1,1,111,Lost Customers
14351,156,1,? 51.00,1,1,1,111,Lost Customers
14352,149,4,"? 1,078.96",1,3,3,133,Loyal Customers
14353,207,1,? 90.60,1,1,1,111,Lost Customers
14354,-3,2,? 163.62,4,2,1,421,Potential Loyalist
14355,357,1,? 174.40,1,1,1,111,Lost Customers
14356,71,2,? 701.23,2,2,3,223,Others
14357,35,1,? 225.77,3,1,1,311,Potential Loyalist
14359,11,3,? 912.18,3,3,3,333,Loyal Customers
14360,23,4,"? 2,128.23",3,3,4,334,Loyal Customers
14362,14,1,? 161.20,3,1,1,311,Potential Loyalist
14364,100,8,"? 3,717.35",2,4,4,244,Loyal Customers
14367,0,16,"? 9,261.52",4,4,4,444,Champions
14368,311,1,? 155.00,1,1,1,111,Lost Customers
14371,287,1,? 100.50,1,1,1,111,Lost Customers
14373,350,1,? 76.55,1,1,1,111,Lost Customers
14375,177,1,? 257.68,1,1,1,111,Lost Customers
14377,183,2,? 617.05,1,2,2,122,Others
14379,36,2,? 348.10,3,2,2,322,Potential Loyalist
14381,44,1,? 202.68,2,1,1,211,Others
14382,18,1,? 626.07,3,1,2,312,Potential Loyalist
14383,30,3,"? 1,247.69",3,3,3,333,Loyal Customers
14385,1,3,? 202.11,4,3,1,431,Others
14386,288,1,? 142.40,1,1,1,111,Lost Customers
14387,24,3,"? 1,770.56",3,3,4,334,Loyal Customers
14388,2,8,"? 3,212.84",4,4,4,444,Champions
14389,57,2,"? 1,043.46",2,2,3,223,Others
14390,2,9,"? 4,652.82",4,4,4,444,Champions
14393,210,1,? 67.95,1,1,1,111,Lost Customers
14395,-6,9,"? 3,507.71",4,4,4,444,Champions
14396,57,2,? 487.99,2,2,2,222,Others
14397,-6,19,"? 2,612.96",4,4,4,444,Champions
14400,141,1,? 574.70,1,1,2,112,Lost Customers
14401,-4,13,"? 4,051.48",4,4,4,444,Champions
14403,122,4,"? 1,475.81",2,3,3,233,Loyal Customers
14404,25,6,"? 1,474.32",3,4,3,343,Loyal Customers
14406,111,1,? 156.75,2,1,1,211,Others
14407,99,6,"? 2,157.73",2,4,4,244,Loyal Customers
14408,2,7,"? 2,606.53",4,4,4,444,Champions
14409,63,6,"? 2,059.45",2,4,4,244,Loyal Customers
14410,84,9,"? 1,105.07",2,4,3,243,Loyal Customers
14411,302,1,"? 1,063.00",1,1,3,113,Lost Customers
14412,34,2,? 770.03,3,2,3,323,Potential Loyalist
14413,354,1,? 122.70,1,1,1,111,Lost Customers
14414,83,7,"? 1,496.98",2,4,3,243,Loyal Customers
14415,-7,13,"? 5,900.28",4,4,4,444,Champions
14416,14,2,? 490.22,3,2,2,322,Potential Loyalist
14418,-5,3,"? 1,937.25",4,3,4,434,Loyal Customers
14419,2,6,"? 1,058.06",4,4,3,443,Champions
14420,91,1,? 387.52,2,1,2,212,Others
14421,49,2,? 813.11,2,2,3,223,Others
14422,-8,6,"? 4,263.64",4,4,4,444,Champions
14423,210,1,? 265.20,1,1,1,111,Lost Customers
14424,9,1,? 322.08,4,1,2,412,Potential Loyalist
14426,15,10,"? 4,481.67",3,4,4,344,Loyal Customers
14427,42,2,? 363.34,3,2,2,322,Potential Loyalist
14428,-1,5,"? 1,244.83",4,4,3,443,Champions
14431,294,1,? 470.36,1,1,2,112,Lost Customers
14432,1,6,"? 2,255.51",4,4,4,444,Champions
14434,13,6,"? 1,372.80",3,4,3,343,Loyal Customers
14436,90,1,? 89.06,2,1,1,211,Others
14437,357,1,? 63.00,1,1,1,111,Lost Customers
14438,298,1,? 131.90,1,1,1,111,Lost Customers
14439,311,1,"? 2,661.24",1,1,4,114,Lost Customers
14440,0,5,"? 2,357.68",4,4,4,444,Champions
14441,-8,4,"? 1,712.89",4,3,4,434,Loyal Customers
14442,196,2,"? 1,589.82",1,2,3,123,Others
14443,45,4,"? 1,420.20",2,3,3,233,Loyal Customers
14446,-8,4,"? 1,039.58",4,3,3,433,Loyal Customers
14447,10,5,"? 1,163.23",3,4,3,343,Loyal Customers
14448,1,2,? 375.35,4,2,2,422,Potential Loyalist
14449,10,4,? 907.10,3,3,3,333,Loyal Customers
14450,172,3,? 483.25,1,3,2,132,Others
14451,52,2,? 662.59,2,2,2,222,Others
14452,2,2,? 264.44,4,2,1,421,Potential Loyalist
14453,182,1,? 119.93,1,1,1,111,Lost Customers
14456,-3,9,"? 3,062.40",4,4,4,444,Champions
14457,302,1,? 113.64,1,1,1,111,Lost Customers
14459,147,1,"? 1,837.92",1,1,4,114,Lost Customers
14460,102,3,? 434.34,2,3,2,232,Others
14461,140,3,"? 2,103.06",1,3,4,134,Loyal Customers
14462,58,11,"? 2,004.02",2,4,4,244,Loyal Customers
14463,90,3,? 529.62,2,3,2,232,Others
14465,238,3,"? 1,058.62",1,3,3,133,Loyal Customers
14466,21,7,"? 2,272.40",3,4,4,344,Loyal Customers
14467,9,4,? 598.76,4,3,2,432,Others
14470,3,2,? 461.19,4,2,2,422,Potential Loyalist
14472,95,8,"? 1,936.84",2,4,4,244,Loyal Customers
14473,66,2,? 234.34,2,2,1,221,Others
14474,38,1,? 547.66,3,1,2,312,Potential Loyalist
14475,63,3,? 925.85,2,3,3,233,Loyal Customers
14476,249,1,? 215.70,1,1,1,111,Lost Customers
14477,11,4,"? 1,309.60",3,3,3,333,Loyal Customers
14479,245,2,? 316.25,1,2,2,122,Others
14480,3,1,? 279.05,4,1,1,411,Potential Loyalist
14481,156,2,? 636.51,1,2,2,122,Others
14482,10,6,"? 2,068.15",3,4,4,344,Loyal Customers
14483,273,1,? 137.10,1,1,1,111,Lost Customers
14484,42,1,? 321.92,3,1,2,312,Potential Loyalist
14485,30,1,? 165.75,3,1,1,311,Potential Loyalist
14487,18,6,"? 1,196.33",3,4,3,343,Loyal Customers
14488,59,1,"? 1,064.28",2,1,3,213,Others
14489,199,1,? 463.38,1,1,2,112,Lost Customers
14491,167,2,? 340.93,1,2,2,122,Others
14493,-1,5,"? 2,383.24",4,4,4,444,Champions
14494,17,1,? 139.56,3,1,1,311,Potential Loyalist
14495,42,2,? 123.80,3,2,1,321,Potential Loyalist
14496,303,2,? 538.81,1,2,2,122,Others
